iter	Logloss
0	0.5987395612
1	0.5214145862
2	0.4515215899
3	0.3879046135
4	0.3313550569
5	0.2804870675
6	0.2375144321
7	0.2060669656
8	0.1771625855
9	0.1524930925
10	0.1330578175
11	0.1167803096
12	0.1032413421
13	0.09131120849
14	0.08116140832
15	0.07256779887
16	0.06499150079
17	0.05830371364
18	0.05313800875
19	0.04845928963
20	0.04424483143
21	0.04077968995
22	0.03797639551
23	0.03534364593
24	0.03292186896
25	0.03066087708
26	0.0289221589
27	0.02713173619
28	0.0254173576
29	0.02380687041
30	0.02271397808
31	0.0218757669
32	0.02101288271
33	0.02011482209
34	0.01935831317
35	0.01874234312
36	0.01816465313
37	0.01759921445
38	0.01710389764
39	0.01643563476
40	0.01589695502
41	0.01549016638
42	0.01497620234
43	0.0145216665
44	0.01421906251
45	0.01390916447
46	0.0135572749
47	0.01330098837
48	0.01308232262
49	0.01280939995
50	0.012531589
51	0.01228926794
52	0.01205187616
53	0.01183397039
54	0.01167155857
55	0.01148532472
56	0.01130850742
57	0.01116419705
58	0.01110435101
59	0.01096716261
60	0.01084292414
61	0.01073339115
62	0.01068213011
63	0.01055210384
64	0.01046224651
65	0.01037495169
66	0.01028200135
67	0.01020841725
68	0.0101193864
69	0.01005354721
70	0.00999621008
71	0.009934922891
72	0.009897373275
73	0.009838095528
74	0.009805224269
75	0.009691326673
76	0.009631882139
77	0.009584474861
78	0.009498681609
79	0.009451866986
80	0.009408272227
81	0.009369853276
82	0.009287753992
83	0.009235464981
84	0.009202325424
85	0.009126549544
86	0.009097814895
87	0.009069108913
88	0.009037999903
89	0.0089975408
90	0.008959810266
91	0.008896663339
92	0.008865350064
93	0.008838812716
94	0.008811498952
95	0.008781222866
96	0.008758560257
97	0.008735056099
98	0.008713234238
99	0.00869367182
100	0.008668217196
101	0.008642611464
102	0.008621495851
103	0.008597402933
104	0.008574329251
105	0.008546406667
106	0.008523148781
107	0.008501143197
108	0.008451152722
109	0.008439677323
110	0.008424713525
111	0.008406319283
112	0.008384935458
113	0.008352284992
114	0.008326796667
115	0.008310684433
116	0.008293936178
117	0.008278154503
118	0.008258412392
119	0.008243033187
120	0.008228576811
121	0.008199027317
122	0.008156053015
123	0.008144191251
124	0.008135871584
125	0.008125297049
126	0.008097920641
127	0.008072730499
128	0.008059486108
129	0.008042338452
130	0.008021609002
131	0.007999458088
132	0.007982166003
133	0.007969998919
134	0.007959847254
135	0.007936926244
136	0.007926054369
137	0.007915901622
138	0.007894917981
139	0.007875762127
140	0.007860334659
141	0.007825043401
142	0.007812902672
143	0.00779782881
144	0.007782280083
145	0.007767461434
146	0.0077534656
147	0.007748253947
148	0.007729086839
149	0.007715835768
150	0.007703893989
151	0.007668475133
152	0.007649670116
153	0.007620600959
154	0.007592782424
155	0.007581316111
156	0.007554515426
157	0.007536658813
158	0.007526408757
159	0.007508411147
160	0.007498688192
161	0.007491714225
162	0.007478122606
163	0.007469346971
164	0.007457672081
165	0.007446173454
166	0.007438399361
167	0.007428395251
168	0.007417866813
169	0.007411576168
170	0.007403013625
171	0.007387802075
172	0.007378517697
173	0.007367720443
174	0.007361426608
175	0.007348941963
176	0.007341802087
177	0.007334359274
178	0.00731281718
179	0.007299504126
180	0.007292493632
181	0.007288867186
182	0.007279013283
183	0.007271962049
184	0.007265177824
185	0.007257399098
186	0.007250084042
187	0.007240872419
188	0.007234023082
189	0.007209685302
190	0.007205458581
191	0.007191298822
192	0.007183156501
193	0.00717717493
194	0.007171465123
195	0.007163858626
196	0.007145120405
197	0.007125651685
198	0.007119530562
199	0.007113939666
200	0.007107221998
201	0.007094572527
202	0.007078293118
203	0.007062629451
204	0.007057319587
205	0.007052880438
206	0.007048670747
207	0.007043013716
208	0.007034223036
209	0.007023223344
210	0.007005773113
211	0.007001360443
212	0.006995918428
213	0.006992228796
214	0.006985513053
215	0.006973774736
216	0.006969967516
217	0.006959445095
218	0.006957124572
219	0.006951827224
220	0.006945680405
221	0.006942308512
222	0.006925100921
223	0.006906751089
224	0.006893489848
225	0.006888570058
226	0.006878176297
227	0.006873635808
228	0.006870921661
229	0.006860423131
230	0.006847382623
231	0.00684251639
232	0.006837056743
233	0.006829246364
234	0.006816982753
235	0.006813166687
236	0.006801565455
237	0.006792185635
238	0.006789264235
239	0.00677754078
240	0.006771399858
241	0.00676099322
242	0.006757292093
243	0.006745244883
244	0.006734880489
245	0.006726968408
246	0.006718436375
247	0.006714399755
248	0.006708117536
249	0.006704265302
250	0.006699896983
251	0.006690363286
252	0.006684700719
253	0.006682070219
254	0.006671354807
255	0.006668912183
256	0.006665353258
257	0.006656270655
258	0.0066514578
259	0.006642730187
260	0.006639305218
